# Full-ISA Z80N golden vectors from the Spectrum Next FPGA Z80N core (HDL simulation of the core source).
# fmt: opcodehex AF BC DE HL IX IY memHL memDE | (post) AF BC DE HL IX IY memHL memDE  name
FD3500 00FF A000 A001 A000 A000 A000 08 80 | 0003 A000 A001 A000 A000 A000 07 80 DEC_(IY+0)
FD3500 FF28 A000 A001 A000 A000 A000 28 0F | FF22 A000 A001 A000 A000 A000 27 0F DEC_(IY+0)
FD3500 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAB A000 A001 A000 A000 A000 FE 55 DEC_(IY+0)
FD3500 8055 A000 A001 A000 A000 A000 AC 18 | 80AB A000 A001 A000 A000 A000 AB 18 DEC_(IY+0)
FD3500 0F10 A000 A001 A000 A000 A000 80 C0 | 0F3E A000 A001 A000 A000 A000 7F C0 DEC_(IY+0)
FD3500 AAC3 A000 A001 A000 A000 A000 07 F7 | AA03 A000 A001 A000 A000 A000 06 F7 DEC_(IY+0)
FD3500 1093 A000 A001 A000 A000 A000 42 01 | 1003 A000 A001 A000 A000 A000 41 01 DEC_(IY+0)
FD36005A 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 5A 00 LD_(IY+0)_n
FD36005A 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 5A 80 LD_(IY+0)_n
FD36005A FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 5A 0F LD_(IY+0)_n
FD36005A 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 5A 55 LD_(IY+0)_n
FD36005A 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 5A 18 LD_(IY+0)_n
FD36005A 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 5A C0 LD_(IY+0)_n
FD36005A AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 5A F7 LD_(IY+0)_n
FD36005A 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 5A 01 LD_(IY+0)_n
FD4600 0000 A000 A001 A000 A000 A000 00 00 | 0000 0000 A001 A000 A000 A000 00 00 LD_r_(IY+0)
FD4600 00FF A000 A001 A000 A000 A000 08 80 | 00FF 0800 A001 A000 A000 A000 08 80 LD_r_(IY+0)
FD4600 FF28 A000 A001 A000 A000 A000 28 0F | FF28 2800 A001 A000 A000 A000 28 0F LD_r_(IY+0)
FD4600 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 FF00 A001 A000 A000 A000 FF 55 LD_r_(IY+0)
FD4600 8055 A000 A001 A000 A000 A000 AC 18 | 8055 AC00 A001 A000 A000 A000 AC 18 LD_r_(IY+0)
FD4600 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 8000 A001 A000 A000 A000 80 C0 LD_r_(IY+0)
FD4600 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 0700 A001 A000 A000 A000 07 F7 LD_r_(IY+0)
FD4600 1093 A000 A001 A000 A000 A000 42 01 | 1093 4200 A001 A000 A000 A000 42 01 LD_r_(IY+0)
FD7000 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 A0 00 LD_(IY+0)_r
FD7000 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 A0 80 LD_(IY+0)_r
FD7000 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 A0 0F LD_(IY+0)_r
FD7000 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 A0 55 LD_(IY+0)_r
FD7000 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 A0 18 LD_(IY+0)_r
FD7000 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 A0 C0 LD_(IY+0)_r
FD7000 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 A0 F7 LD_(IY+0)_r
FD7000 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 A0 01 LD_(IY+0)_r
FD4E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_r_(IY+0)
FD4E00 00FF A000 A001 A000 A000 A000 08 80 | 00FF A008 A001 A000 A000 A000 08 80 LD_r_(IY+0)
FD4E00 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A028 A001 A000 A000 A000 28 0F LD_r_(IY+0)
FD4E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A0FF A001 A000 A000 A000 FF 55 LD_r_(IY+0)
FD4E00 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A0AC A001 A000 A000 A000 AC 18 LD_r_(IY+0)
FD4E00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A080 A001 A000 A000 A000 80 C0 LD_r_(IY+0)
FD4E00 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A007 A001 A000 A000 A000 07 F7 LD_r_(IY+0)
FD4E00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A042 A001 A000 A000 A000 42 01 LD_r_(IY+0)
FD7100 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_(IY+0)_r
FD7100 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 00 80 LD_(IY+0)_r
FD7100 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 00 0F LD_(IY+0)_r
FD7100 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 00 55 LD_(IY+0)_r
FD7100 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 00 18 LD_(IY+0)_r
FD7100 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 00 C0 LD_(IY+0)_r
FD7100 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 00 F7 LD_(IY+0)_r
FD7100 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 00 01 LD_(IY+0)_r
FD5600 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 0001 A000 A000 A000 00 00 LD_r_(IY+0)
FD5600 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 0801 A000 A000 A000 08 80 LD_r_(IY+0)
FD5600 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 2801 A000 A000 A000 28 0F LD_r_(IY+0)
FD5600 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 FF01 A000 A000 A000 FF 55 LD_r_(IY+0)
FD5600 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 AC01 A000 A000 A000 AC 18 LD_r_(IY+0)
FD5600 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 8001 A000 A000 A000 80 C0 LD_r_(IY+0)
FD5600 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 0701 A000 A000 A000 07 F7 LD_r_(IY+0)
FD5600 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 4201 A000 A000 A000 42 01 LD_r_(IY+0)
FD7200 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 A0 00 LD_(IY+0)_r
FD7200 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 A0 80 LD_(IY+0)_r
FD7200 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 A0 0F LD_(IY+0)_r
FD7200 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 A0 55 LD_(IY+0)_r
FD7200 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 A0 18 LD_(IY+0)_r
FD7200 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 A0 C0 LD_(IY+0)_r
FD7200 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 A0 F7 LD_(IY+0)_r
FD7200 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 A0 01 LD_(IY+0)_r
FD5E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A000 A000 A000 A000 00 00 LD_r_(IY+0)
FD5E00 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A008 A000 A000 A000 08 80 LD_r_(IY+0)
FD5E00 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A028 A000 A000 A000 28 0F LD_r_(IY+0)
FD5E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A0FF A000 A000 A000 FF 55 LD_r_(IY+0)
FD5E00 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A0AC A000 A000 A000 AC 18 LD_r_(IY+0)
FD5E00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A080 A000 A000 A000 80 C0 LD_r_(IY+0)
FD5E00 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A007 A000 A000 A000 07 F7 LD_r_(IY+0)
FD5E00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A042 A000 A000 A000 42 01 LD_r_(IY+0)
FD7300 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 01 00 LD_(IY+0)_r
FD7300 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 01 80 LD_(IY+0)_r
FD7300 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 01 0F LD_(IY+0)_r
FD7300 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 01 55 LD_(IY+0)_r
FD7300 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 01 18 LD_(IY+0)_r
FD7300 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 01 C0 LD_(IY+0)_r
FD7300 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 01 F7 LD_(IY+0)_r
FD7300 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 01 01 LD_(IY+0)_r
FD6600 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 0000 A000 A000 00 00 LD_r_(IY+0)
FD6600 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 0800 A000 A000 08 80 LD_r_(IY+0)
FD6600 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 2800 A000 A000 28 0F LD_r_(IY+0)
FD6600 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 FF00 A000 A000 FF 55 LD_r_(IY+0)
FD6600 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 AC00 A000 A000 AC 18 LD_r_(IY+0)
FD6600 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 8000 A000 A000 80 C0 LD_r_(IY+0)
FD6600 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 0700 A000 A000 07 F7 LD_r_(IY+0)
FD6600 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 4200 A000 A000 42 01 LD_r_(IY+0)
FD7400 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 A0 00 LD_(IY+0)_r
FD7400 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 A0 80 LD_(IY+0)_r
FD7400 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 A0 0F LD_(IY+0)_r
FD7400 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 A0 55 LD_(IY+0)_r
FD7400 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 A0 18 LD_(IY+0)_r
FD7400 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 A0 C0 LD_(IY+0)_r
FD7400 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 A0 F7 LD_(IY+0)_r
FD7400 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 A0 01 LD_(IY+0)_r
FD6E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_r_(IY+0)
FD6E00 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A008 A000 A000 08 80 LD_r_(IY+0)
FD6E00 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A028 A000 A000 28 0F LD_r_(IY+0)
FD6E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A0FF A000 A000 FF 55 LD_r_(IY+0)
FD6E00 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A0AC A000 A000 AC 18 LD_r_(IY+0)
FD6E00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A080 A000 A000 80 C0 LD_r_(IY+0)
FD6E00 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A007 A000 A000 07 F7 LD_r_(IY+0)
FD6E00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A042 A000 A000 42 01 LD_r_(IY+0)
FD7500 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_(IY+0)_r
FD7500 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 00 80 LD_(IY+0)_r
FD7500 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 00 0F LD_(IY+0)_r
FD7500 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 00 55 LD_(IY+0)_r
FD7500 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 00 18 LD_(IY+0)_r
FD7500 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 00 C0 LD_(IY+0)_r
FD7500 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 00 F7 LD_(IY+0)_r
FD7500 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 00 01 LD_(IY+0)_r
FD7E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_r_(IY+0)
FD7E00 00FF A000 A001 A000 A000 A000 08 80 | 08FF A000 A001 A000 A000 A000 08 80 LD_r_(IY+0)
FD7E00 FF28 A000 A001 A000 A000 A000 28 0F | 2828 A000 A001 A000 A000 A000 28 0F LD_r_(IY+0)
FD7E00 3C01 A000 A001 A000 A000 A000 FF 55 | FF01 A000 A001 A000 A000 A000 FF 55 LD_r_(IY+0)
FD7E00 8055 A000 A001 A000 A000 A000 AC 18 | AC55 A000 A001 A000 A000 A000 AC 18 LD_r_(IY+0)
FD7E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8010 A000 A001 A000 A000 A000 80 C0 LD_r_(IY+0)
FD7E00 AAC3 A000 A001 A000 A000 A000 07 F7 | 07C3 A000 A001 A000 A000 A000 07 F7 LD_r_(IY+0)
FD7E00 1093 A000 A001 A000 A000 A000 42 01 | 4293 A000 A001 A000 A000 A000 42 01 LD_r_(IY+0)
FD7700 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_(IY+0)_r
FD7700 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 00 80 LD_(IY+0)_r
FD7700 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 FF 0F LD_(IY+0)_r
FD7700 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 3C 55 LD_(IY+0)_r
FD7700 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 80 18 LD_(IY+0)_r
FD7700 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 0F C0 LD_(IY+0)_r
FD7700 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 AA F7 LD_(IY+0)_r
FD7700 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 10 01 LD_(IY+0)_r
FD8600 0000 A000 A001 A000 A000 A000 00 00 | 0040 A000 A001 A000 A000 A000 00 00 ADD_A_(IY+0)
FD8600 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 ADD_A_(IY+0)
FD8600 FF28 A000 A001 A000 A000 A000 28 0F | 2731 A000 A001 A000 A000 A000 28 0F ADD_A_(IY+0)
FD8600 3C01 A000 A001 A000 A000 A000 FF 55 | 3B39 A000 A001 A000 A000 A000 FF 55 ADD_A_(IY+0)
FD8600 8055 A000 A001 A000 A000 A000 AC 18 | 2C2D A000 A001 A000 A000 A000 AC 18 ADD_A_(IY+0)
FD8600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 ADD_A_(IY+0)
FD8600 AAC3 A000 A001 A000 A000 A000 07 F7 | B1B0 A000 A001 A000 A000 A000 07 F7 ADD_A_(IY+0)
FD8600 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 ADD_A_(IY+0)
FD8E00 0000 A000 A001 A000 A000 A000 00 00 | 0040 A000 A001 A000 A000 A000 00 00 ADC_A_(IY+0)
FD8E00 00FF A000 A001 A000 A000 A000 08 80 | 0908 A000 A001 A000 A000 A000 08 80 ADC_A_(IY+0)
FD8E00 FF28 A000 A001 A000 A000 A000 28 0F | 2731 A000 A001 A000 A000 A000 28 0F ADC_A_(IY+0)
FD8E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C39 A000 A001 A000 A000 A000 FF 55 ADC_A_(IY+0)
FD8E00 8055 A000 A001 A000 A000 A000 AC 18 | 2D2D A000 A001 A000 A000 A000 AC 18 ADC_A_(IY+0)
FD8E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 ADC_A_(IY+0)
FD8E00 AAC3 A000 A001 A000 A000 A000 07 F7 | B2B0 A000 A001 A000 A000 A000 07 F7 ADC_A_(IY+0)
FD8E00 1093 A000 A001 A000 A000 A000 42 01 | 5300 A000 A001 A000 A000 A000 42 01 ADC_A_(IY+0)
FD9600 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 SUB_A_(IY+0)
FD9600 00FF A000 A001 A000 A000 A000 08 80 | F8BB A000 A001 A000 A000 A000 08 80 SUB_A_(IY+0)
FD9600 FF28 A000 A001 A000 A000 A000 28 0F | D782 A000 A001 A000 A000 A000 28 0F SUB_A_(IY+0)
FD9600 3C01 A000 A001 A000 A000 A000 FF 55 | 3D3B A000 A001 A000 A000 A000 FF 55 SUB_A_(IY+0)
FD9600 8055 A000 A001 A000 A000 A000 AC 18 | D493 A000 A001 A000 A000 A000 AC 18 SUB_A_(IY+0)
FD9600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F8F A000 A001 A000 A000 A000 80 C0 SUB_A_(IY+0)
FD9600 AAC3 A000 A001 A000 A000 A000 07 F7 | A3A2 A000 A001 A000 A000 A000 07 F7 SUB_A_(IY+0)
FD9600 1093 A000 A001 A000 A000 A000 42 01 | CE9B A000 A001 A000 A000 A000 42 01 SUB_A_(IY+0)
FD9E00 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 SBC_A_(IY+0)
FD9E00 00FF A000 A001 A000 A000 A000 08 80 | F7B3 A000 A001 A000 A000 A000 08 80 SBC_A_(IY+0)
FD9E00 FF28 A000 A001 A000 A000 A000 28 0F | D782 A000 A001 A000 A000 A000 28 0F SBC_A_(IY+0)
FD9E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3B A000 A001 A000 A000 A000 FF 55 SBC_A_(IY+0)
FD9E00 8055 A000 A001 A000 A000 A000 AC 18 | D393 A000 A001 A000 A000 A000 AC 18 SBC_A_(IY+0)
FD9E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F8F A000 A001 A000 A000 A000 80 C0 SBC_A_(IY+0)
FD9E00 AAC3 A000 A001 A000 A000 A000 07 F7 | A2A2 A000 A001 A000 A000 A000 07 F7 SBC_A_(IY+0)
FD9E00 1093 A000 A001 A000 A000 A000 42 01 | CD9B A000 A001 A000 A000 A000 42 01 SBC_A_(IY+0)
FDA600 0000 A000 A001 A000 A000 A000 00 00 | 0054 A000 A001 A000 A000 A000 00 00 AND_A_(IY+0)
FDA600 00FF A000 A001 A000 A000 A000 08 80 | 0054 A000 A001 A000 A000 A000 08 80 AND_A_(IY+0)
FDA600 FF28 A000 A001 A000 A000 A000 28 0F | 283C A000 A001 A000 A000 A000 28 0F AND_A_(IY+0)
FDA600 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3C A000 A001 A000 A000 A000 FF 55 AND_A_(IY+0)
FDA600 8055 A000 A001 A000 A000 A000 AC 18 | 8090 A000 A001 A000 A000 A000 AC 18 AND_A_(IY+0)
FDA600 0F10 A000 A001 A000 A000 A000 80 C0 | 0054 A000 A001 A000 A000 A000 80 C0 AND_A_(IY+0)
FDA600 AAC3 A000 A001 A000 A000 A000 07 F7 | 0210 A000 A001 A000 A000 A000 07 F7 AND_A_(IY+0)
FDA600 1093 A000 A001 A000 A000 A000 42 01 | 0054 A000 A001 A000 A000 A000 42 01 AND_A_(IY+0)
FDAE00 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 XOR_A_(IY+0)
FDAE00 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 XOR_A_(IY+0)
FDAE00 FF28 A000 A001 A000 A000 A000 28 0F | D784 A000 A001 A000 A000 A000 28 0F XOR_A_(IY+0)
FDAE00 3C01 A000 A001 A000 A000 A000 FF 55 | C384 A000 A001 A000 A000 A000 FF 55 XOR_A_(IY+0)
FDAE00 8055 A000 A001 A000 A000 A000 AC 18 | 2C28 A000 A001 A000 A000 A000 AC 18 XOR_A_(IY+0)
FDAE00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 XOR_A_(IY+0)
FDAE00 AAC3 A000 A001 A000 A000 A000 07 F7 | ADA8 A000 A001 A000 A000 A000 07 F7 XOR_A_(IY+0)
FDAE00 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 XOR_A_(IY+0)
FDB600 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 OR_A_(IY+0)
FDB600 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 OR_A_(IY+0)
FDB600 FF28 A000 A001 A000 A000 A000 28 0F | FFAC A000 A001 A000 A000 A000 28 0F OR_A_(IY+0)
FDB600 3C01 A000 A001 A000 A000 A000 FF 55 | FFAC A000 A001 A000 A000 A000 FF 55 OR_A_(IY+0)
FDB600 8055 A000 A001 A000 A000 A000 AC 18 | ACAC A000 A001 A000 A000 A000 AC 18 OR_A_(IY+0)
FDB600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 OR_A_(IY+0)
FDB600 AAC3 A000 A001 A000 A000 A000 07 F7 | AFAC A000 A001 A000 A000 A000 07 F7 OR_A_(IY+0)
FDB600 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 OR_A_(IY+0)
FDBE00 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 CP_A_(IY+0)
FDBE00 00FF A000 A001 A000 A000 A000 08 80 | 009B A000 A001 A000 A000 A000 08 80 CP_A_(IY+0)
FDBE00 FF28 A000 A001 A000 A000 A000 28 0F | FFAA A000 A001 A000 A000 A000 28 0F CP_A_(IY+0)
FDBE00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3B A000 A001 A000 A000 A000 FF 55 CP_A_(IY+0)
FDBE00 8055 A000 A001 A000 A000 A000 AC 18 | 80BB A000 A001 A000 A000 A000 AC 18 CP_A_(IY+0)
FDBE00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F87 A000 A001 A000 A000 A000 80 C0 CP_A_(IY+0)
FDBE00 AAC3 A000 A001 A000 A000 A000 07 F7 | AA82 A000 A001 A000 A000 A000 07 F7 CP_A_(IY+0)
FDBE00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 42 01 CP_A_(IY+0)
FDCB0000 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IYCB
FDCB0000 00FF A000 A001 A000 A000 A000 08 80 | 0000 1000 A001 A000 A000 A000 10 80 IYCB
FDCB0000 FF28 A000 A001 A000 A000 A000 28 0F | FF04 5000 A001 A000 A000 A000 50 0F IYCB
FDCB0000 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IYCB
FDCB0000 8055 A000 A001 A000 A000 A000 AC 18 | 800D 5900 A001 A000 A000 A000 59 18 IYCB
FDCB0000 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 0100 A001 A000 A000 A000 01 C0 IYCB
FDCB0000 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 0E00 A001 A000 A000 A000 0E F7 IYCB
FDCB0000 1093 A000 A001 A000 A000 A000 42 01 | 1084 8400 A001 A000 A000 A000 84 01 IYCB
FDCB0001 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IYCB
FDCB0001 00FF A000 A001 A000 A000 A000 08 80 | 0000 A010 A001 A000 A000 A000 10 80 IYCB
FDCB0001 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A050 A001 A000 A000 A000 50 0F IYCB
FDCB0001 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IYCB
FDCB0001 8055 A000 A001 A000 A000 A000 AC 18 | 800D A059 A001 A000 A000 A000 59 18 IYCB
FDCB0001 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A001 A001 A000 A000 A000 01 C0 IYCB
FDCB0001 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A00E A001 A000 A000 A000 0E F7 IYCB
FDCB0001 1093 A000 A001 A000 A000 A000 42 01 | 1084 A084 A001 A000 A000 A000 84 01 IYCB
FDCB0002 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IYCB
FDCB0002 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 1001 A000 A000 A000 10 80 IYCB
FDCB0002 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 5001 A000 A000 A000 50 0F IYCB
FDCB0002 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IYCB
FDCB0002 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 5901 A000 A000 A000 59 18 IYCB
FDCB0002 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 0101 A000 A000 A000 01 C0 IYCB
